label,top,N,K,GF_WIDTH,CLK_NS,area,wns,total_dyn_mw
N556_K512_GF8_TT2T044_CLK1.550ns_TT_rs_decoder_plus_syndrome,rs_decoder_plus_syndrome,556,512,8,1.550000,11011.238547,0.181641,5.967772
N560_K512_GF8_TT2T048_CLK1.550ns_TT_rs_encoder_wrapper,rs_encoder_wrapper,560,512,8,1.550000,1021.985094,463.519775,1.90005
N562_K512_GF8_TT2T050_CLK1.550ns_TT_rs_syndrome,rs_syndrome,562,512,8,1.550000,663.710756,773.796265,0.930818
N564_K512_GF8_TT2T052_CLK1.550ns_TT_rs_decoder_plus_syndrome,rs_decoder_plus_syndrome,564,512,8,1.550000,11501.768058,0.335571,6.410692
N568_K512_GF8_TT2T056_CLK1.550ns_TT_rs_encoder_wrapper,rs_encoder_wrapper,568,512,8,1.550000,1188.663653,520.429932,2.211583
N570_K512_GF8_TT2T058_CLK1.550ns_TT_rs_syndrome,rs_syndrome,570,512,8,1.550000,770.101016,831.460754,1.083069
N572_K512_GF8_TT2T060_CLK1.550ns_TT_rs_decoder_plus_syndrome,rs_decoder_plus_syndrome,572,512,8,1.550000,12007.402448,0.597412,6.830099
N576_K512_GF8_TT2T064_CLK1.550ns_TT_rs_encoder_wrapper,rs_encoder_wrapper,576,512,8,1.550000,1358.126992,455.133911,2.5213
N578_K512_GF8_TT2T066_CLK1.550ns_TT_rs_syndrome,rs_syndrome,578,512,8,1.550000,878.226295,676.821289,1.243021
N580_K512_GF8_TT2T068_CLK1.550ns_TT_rs_decoder_plus_syndrome,rs_decoder_plus_syndrome,580,512,8,1.550000,12515.909098,0.218994,7.258834
N584_K512_GF8_TT2T072_CLK1.550ns_TT_rs_encoder_wrapper,rs_encoder_wrapper,584,512,8,1.550000,1532.547531,412.229614,2.856935
N586_K512_GF8_TT2T074_CLK1.550ns_TT_rs_syndrome,rs_syndrome,586,512,8,1.550000,985.622575,614.30426,1.400217
N588_K512_GF8_TT2T076_CLK1.550ns_TT_rs_decoder_plus_syndrome,rs_decoder_plus_syndrome,588,512,8,1.550000,13018.204669,0.122192,7.701991
N592_K512_GF8_TT2T080_CLK1.550ns_TT_rs_encoder_wrapper,rs_encoder_wrapper,592,512,8,1.550000,1707.886609,319.581909,3.191676
N594_K512_GF8_TT2T082_CLK1.550ns_TT_rs_syndrome,rs_syndrome,594,512,8,1.550000,1096.911714,663.047668,1.567453
N596_K512_GF8_TT2T084_CLK1.550ns_TT_rs_decoder_plus_syndrome,rs_decoder_plus_syndrome,596,512,8,1.550000,13538.623179,0.043335,8.133509
N600_K512_GF8_TT2T088_CLK1.550ns_TT_rs_encoder_wrapper,rs_encoder_wrapper,600,512,8,1.550000,1875.848209,479.255615,3.482145
N602_K512_GF8_TT2T090_CLK1.550ns_TT_rs_syndrome,rs_syndrome,602,512,8,1.550000,1206.159653,639.237732,1.73006
